Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu
8.850.000 TL,Yunusemre,4 + 1,225,2,4. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
1.700.000 TL,Akhisar,2 + 1,90,1,2. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
2.850.000 TL,Salihli,2 + 1,145,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.950.000 TL,Turgutlu,2 + 1,115,1,3. Kat,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.850.000 TL,Yunusemre,3 + 1,100,1,Çatı Katı,29 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.500.000 TL,Akhisar,2 + 1,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.850.000 TL,Yunusemre,3 + 1,135,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.000.000 TL,Alasehir,3 + 1,150,1,En Üst Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
7.950.000 TL,Yunusemre,3 + 1,160,2,Yüksek Giriş,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
2.300.000 TL,Turgutlu,2 + 1,100,1,Ara Kat,25 Yaşında,Kombi,Var,Yok,Yok,-,-,Kat Mülkiyeti,-,Eşyalı Değil
2.300.000 TL,Saruhanli,2 + 1,101,1,Ara Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
4.150.000 TL,Sehzadeler,2 + 1,105,2,Yüksek Giriş,2 Yaşında,Yerden Isıtma,Var,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.450.000 TL,Yunusemre,1 + 1,65,1,4. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.950.000 TL,Yunusemre,3 + 1,140,1,Giriş Katı,30 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil
2.650.000 TL,Soma,2 + 1,95,1,3. Kat,5 Yaşında,Merkezi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,-
3.950.000 TL,Sehzadeler,4 + 1,498,1,-,49 Yaşında,Soba,Yok,Yok,Var,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil
2.550.000 TL,Akhisar,2 + 1,90,1,1. Kat,31 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
4.250.000 TL,Yunusemre,3 + 1,120,1,6. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.150.000 TL,Yunusemre,1 + 1,60,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.650.000 TL,Sehzadeler,2 + 1,100,1,4. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
6.750.000 TL,Turgutlu,3 + 1,209,1,Bahçe Katı,11 Yaşında,Doğalgaz Sobası,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil
3.200.000 TL,Sehzadeler,3 + 1,115,1,Ara Kat,35 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.100.000 TL,Salihli,1 + 1,52,1,5. Kat,6 Yaşında,Klima,Var,Var,Yok,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.150.000 TL,Akhisar,2 + 1,110,1,En Üst Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
6.250.000 TL,Yunusemre,2 + 1,120,1,Kot 3,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı
2.550.000 TL,Turgutlu,2 + 1,130,2,Yüksek Giriş,1 Yaşında,Klima,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
4.000.000 TL,Gordes,3 + 0,110,1,Bahçe Katı,30 Yaşında,Soba,Yok,Yok,Yok,-,-,Müstakil Tapulu,Hayır,-
16.000.000 TL,Turgutlu,4 + 1,342,1,-,27 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.480.000 TL,Salihli,3 + 1,150,1,8. Kat,25 Yaşında,Klima,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.600.000 TL,Turgutlu,2 + 1,110,1,En Üst Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
3.500.000 TL,Sehzadeler,2 + 1,90,1,2. Kat,35 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
2.650.000 TL,Sehzadeler,2 + 1,70,1,Zemin,30 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı
,,,,,,,,,,,,,,,
2.200.000 TL,Sehzadeler,3 + 1,150,1,Çatı Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
3.450.000 TL,Yunusemre,2 + 1,115,1,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
5.750.000 TL,Yunusemre,3 + 1,170,2,4. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.350.000 TL,Salihli,3 + 1,110,1,Ara Kat,50 Yaşında,Klima,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,Eşyalı Değil
3.350.000 TL,Yunusemre,2 + 1,85,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.725.000 TL,Salihli,3 + 1,120,1,3. Kat,21 Yaşında,Klima,Yok,Yok,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı
5.750.000 TL,Yunusemre,2 + 1,100,1,En Üst Kat,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
4.700.000 TL,Yunusemre,3 + 1,130,1,3. Kat,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
2.780.000 TL,Akhisar,2 + 1,108,1,2. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
1.750.000 TL,Turgutlu,2 + 1,110,1,3. Kat,30 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,-,Eşyalı Değil
2.850.000 TL,Turgutlu,2 + 1,102,1,3. Kat,4 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı
2.900.000 TL,Soma,3 + 1,110,1,1. Kat,4 Yaşında,Merkezi,Yok,Yok,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.500.000 TL,Turgutlu,3 + 1,135,1,Giriş Katı,15 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.400.000 TL,Salihli,2 + 1,87,1,En Üst Kat,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
5.700.000 TL,Yunusemre,3 + 1,120,3,-,Sıfır Bina,Klima,Var,Yok,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
10.400.000 TL,Yunusemre,3 + 1,150,2,Yüksek Giriş,4 Yaşında,Güneş Enerjisi,Yok,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,-
5.850.000 TL,Akhisar,2 + 1,1,1,2. Kat,6 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,-,Eşyalı
2.900.000 TL,Turgutlu,2 + 1,105,1,Zemin,11 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.100.000 TL,Akhisar,3 + 1,130,1,1. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
2.450.000 TL,Akhisar,3 + 1,140,2,4. Kat,26 Yaşında,Kombi,Var,Var,Yok,-,Boş,Tapu Yok,Hayır,Eşyalı Değil
1.750.000 TL,Akhisar,3 + 1,130,1,Zemin,26 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
8.500.000 TL,Salihli,3 + 1,795,2,-,Sıfır Bina,Kat Kaloriferi,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Evet,-
950.000 TL,Sehzadeler,3 + 1,2,1,-,25 Yaşında,Belirtilmemiş,Yok,Yok,Yok,-,-,Hisseli Tapu,-,-
2.100.000 TL,Sehzadeler,2 + 1,119,1,Bahçe Katı,31 Yaşında,Soba,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
810.000 TL,Akhisar,3 + 1,226,1,-,32 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Müstakil Tapulu,Hayır,Eşyalı Değil
1.975.000 TL,Akhisar,3 + 1,130,1,3. Kat,26 Yaşında,Soba,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,-
2.250.000 TL,Turgutlu,2 + 1,900,1,3. Kat,15 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
1.780.000 TL,Saruhanli,2 + 1,354,1,Yüksek Giriş,32 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı
2.750.000 TL,Salihli,3 + 1,160,1,5. Kat,21 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
7.300.000 TL,Salihli,2 + 1,174,2,-,3 Yaşında,Belirtilmemiş,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Arsa,Evet,Eşyalı Değil
2.099.000 TL,Turgutlu,2 + 1,100,1,4. Kat,20 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
1.980.000 TL,Akhisar,3 + 1,130,1,Giriş Katı,21 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı
2.900.000 TL,Ahmetli,3 + 1,145,1,Yüksek Giriş,5 Yaşında,Kombi,Yok,Var,Yok,-,-,Kat İrtifakı,-,-
3.500.000 TL,Akhisar,5 + 1,220,2,2. Kat,11 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.450.000 TL,Sehzadeler,1 + 1,120,1,Zemin,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
2.650.000 TL,Turgutlu,2 + 1,110,1,3. Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil
1.900.000 TL,Salihli,1 + 1,60,1,3. Kat,10 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı
13.500.000 TL,Yunusemre,4 + 1,220,2,3. Kat,2 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
8.500.000 TL,Turgutlu,5 + 1,280,3,6. Kat,Sıfır Bina,Yerden Isıtma,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.075.000 TL,Akhisar,3 + 1,140,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.675.000 TL,Salihli,2 + 1,90,1,En Üst Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.400.000 TL,Kirkagac,3 + 1,120,2,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.500.000 TL,Akhisar,3 + 1,140,1,2. Kat,7 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil
2.750.000 TL,Saruhanli,2 + 1,90,1,3. Kat,1 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
4.000.000 TL,Yunusemre,2 + 1,110,1,Yüksek Giriş,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.600.000 TL,Yunusemre,1 + 1,60,1,Bahçe Katı,3 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.550.000 TL,Akhisar,2 + 1,130,2,1. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.585.000 TL,Akhisar,2 + 1,115,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
1.580.000 TL,Akhisar,2 + 1,290,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Müstakil Tapulu,-,Eşyalı Değil
3.250.000 TL,Sehzadeler,3 + 1,120,1,En Üst Kat,50 Yaşında,Merkezi,Var,Var,Yok,İkinci El,-,Kat Mülkiyeti,Hayır,Eşyalı Değil
1.850.000 TL,Soma,2 + 1,460,1,-,25 Yaşında,Soba,Yok,Yok,Var,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
4.200.000 TL,Sehzadeler,3 + 1,231,1,-,37 Yaşında,Soba,Yok,Yok,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil
11.000.000 TL,Akhisar,4 + 2,280,3,-,5 Yaşında,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı
3.500.000 TL,Soma,2 + 1,300,1,Bahçe Katı,21 Yaşında,Soba,Yok,Var,Var,-,Kiracılı,Hisseli Tapu,Hayır,-
5.295.000 TL,Salihli,3 + 1,210,3,4. Kat,2 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
1.925.000 TL,Salihli,1 + 1,50,1,Ara Kat,8 Yaşında,Klima,Yok,Var,Yok,-,-,Kat Mülkiyeti,-,-
3.175.000 TL,Yunusemre,2 + 1,85,1,Yüksek Giriş,4 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
1.650.000 TL,Salihli,1 + 1,55,1,5. Kat,10 Yaşında,Klima,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,-,Eşyalı
2.700.000 TL,Yunusemre,2 + 1,180,2,-,20 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
2.150.000 TL,Akhisar,3 + 1,130,2,2. Kat,35 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil
2.600.000 TL,Salihli,2 + 1,105,-,Ara Kat,20 Yaşında,Klima,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,-,Eşyalı Değil
9.650.000 TL,Sehzadeler,3 + 1,200,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
9.750.000 TL,Yunusemre,3 + 1,185,2,5. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
4.200.000 TL,Turgutlu,4 + 1,160,2,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.900.000 TL,Yunusemre,1 + 1,46,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
3.420.000 TL,Soma,3 + 1,180,1,1. Kat,35 Yaşında,Jeotermal Isıtm...,Var,Yok,Yok,İkinci El,Boş,Hisseli Tapu,Hayır,Eşyalı Değil
3.100.000 TL,Saruhanli,2 + 1,147,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.100.000 TL,Yunusemre,2 + 1,85,1,5. Kat,32 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
1.350.000 TL,Koprubasi,3 + 1,180,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
6.500.000 TL,Turgutlu,3 + 1,141,1,-,30 Yaşında,Kat Kaloriferi,Var,Yok,Var,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil
4.600.000 TL,Salihli,2 + 1,85,1,-,24 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil
2.849.000 TL,Yunusemre,2 + 1,70,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
"Fiyat
En Az
TL
En Çok
TL",Turgutlu,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,a Uygun,Tümü
2.999.000 TL,Turgutlu,3 + 1,120,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.175.000 TL,Yunusemre,2 + 1,85,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
3.050.000 TL,Akhisar,2 + 1,90,3,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
"Fiyat
En Az
TL
En Çok
TL",Akhisar,-,-,Seçiniz,Kat Seçiniz,Bina Yaşı,Isınma Tipi Seçiniz,Var,Var,Var,-,Kullanım Durumu Seçiniz,Tapu Durumu Seçiniz,a Uygun,Tümü
2.950.000 TL,Akhisar,3 + 1,145,1,Yüksek Giriş,8 Yaşında,Kombi,Var,Var,Var,-,-,Müstakil Tapulu,Evet,-
2.590.000 TL,Akhisar,2 + 0,70,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
1.700.000 TL,Yunusemre,2 + 1,75,1,Zemin,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
4.750.000 TL,Yunusemre,2 + 1,110,1,-,15 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.750.000 TL,Soma,2 + 1,100,1,Yüksek Giriş,Sıfır Bina,Merkezi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
8.650.000 TL,Saruhanli,6 + 1,285,2,4. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil
2.650.000 TL,Turgutlu,3 + 1,150,1,3. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.350.000 TL,Akhisar,2 + 1,100,1,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
4.200.000 TL,Yunusemre,4 + 1,240,2,5. Kat,20 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
4.900.000 TL,Salihli,3 + 1,125,1,5. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil
3.625.000 TL,Akhisar,3 + 1,135,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil
4.900.000 TL,Yunusemre,2 + 1,90,1,2. Kat,8 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
6.750.000 TL,Salihli,3 + 1,148,1,Bahçe Katı,15 Yaşında,Soba,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
6.600.000 TL,Akhisar,5 + 1,150,2,En Üst Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
1.685.000 TL,Demirci,2 + 1,65,1,Giriş Katı,9 Yaşında,Kat Kaloriferi,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,-
3.300.000 TL,Yunusemre,3 + 1,110,1,En Üst Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-
4.500.000 TL,Salihli,2 + 1,110,1,En Üst Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,-
5.200.000 TL,Sehzadeler,3 + 1,135,1,Ara Kat,16 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil
4.850.000 TL,Yunusemre,1 + 1,48,1,12. Kat,1 Yaşında,Merkezi (Pay Öl...,Var,Yok,Var,Sıfır,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı
3.650.000 TL,Akhisar,2 + 1,105,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
5.850.000 TL,Yunusemre,3 + 1,200,1,Çatı Katı,3 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı
11.750.000 TL,Yunusemre,4 + 1,174,2,Ara Kat,11 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.350.000 TL,Yunusemre,1 + 1,50,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
6.750.000 TL,Turgutlu,3 + 1,155,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.800.000 TL,Salihli,2 + 1,85,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Yapım Aşamasınd...,Boş,Kat İrtifakı,Evet,-
4.100.000 TL,Salihli,3 + 1,145,1,4. Kat,20 Yaşında,Jeotermal Isıtm...,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil
3.600.000 TL,Akhisar,2 + 1,90,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil
4.200.000 TL,Yunusemre,4 + 1,240,2,5. Kat,20 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil
16.500.000 TL,Yunusemre,4 + 1,257,3,Bahçe Katı,26 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil
3.250.000 TL,Salihli,3 + 1,165,1,-,20 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
2.600.000 TL,Turgutlu,2 + 1,110,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil
12.000.000 TL,Salihli,3 + 1,200,1,-,12 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Hisseli Tapu,Evet,Eşyalı Değil
3.970.000 TL,Yunusemre,2 + 1,83,-,3. Kat,12 Yaşında,Kombi,Yok,Yok,Yok,-,Belirtilmemiş,Kat Mülkiyeti,-,Eşyalı Değil
6.750.000 TL,Yunusemre,3 + 1,115,-,9. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil
3.250.000 TL,Turgutlu,2 + 1,115,1,Yüksek Giriş,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil
3.700.000 TL,Sehzadeler,3 + 1,140,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil
9.900.000 TL,Turgutlu,1 + 0,160,2,Bahçe Katı,5 Yaşında,Kombi,Yok,Yok,Yok,-,-,Arsa,Hayır,-
3.300.000 TL,Turgutlu,4 + 1,135,1,3. Kat,20 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-
2.575.000 TL,Yunusemre,1 + 1,50,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil
35.000.000 TL,Salihli,7 + 1,300,3,-,1 Yaşında,Kat Kaloriferi,Var,Yok,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil
2.990.000 TL,Yunusemre,2 + 1,75,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil
2.950.000 TL,Yunusemre,2 + 1,75,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil
2.300.000 TL,Turgutlu,2 + 1,85,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil
7.900.000 TL,Yunusemre,5 + 1,250,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Boş,Müstakil Tapulu,-,Eşyalı Değil
