Baslik,Fiyat,Il,Ilce,Mahalle,Konum,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Cephe,Yön,Aidat,Krediye Uygun,Takas,Site İçinde,Güvenlik,Eşya Durumu,İlan Durumu,Ilan_No,Ilan_Tarihi,Link,Cekilme_Tarihi
AKMAN GAYRİMENKUL'DEN ÜÇPINAR MH'DE SATILIK MÜSTAKİL EV,4.200.000 TL,Manisa,Yunusemre,Ucpinar Mah.,Manisa / Yunusemre / Ucpinar Mah.,4 + 1,130,1,Bahçe Katı,4 Yaşında,Soba,Yok,Yok,Var,-,Mülk Sahibi,Müstakil Tapulu,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,113243-68,18-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-ucpinar-satilik/mustakil-ev/113243-68,2025-12-02 17:21:47
Pazar pazarında 2+1 geniş kilerli sahibinden satılık,2.400.000 TL,Manisa,Akhisar,Ataturk Mah.,Manisa / Akhisar / Ataturk Mah.,2 + 1,120,1,1. Kat,15 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,"Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-39148217,05-10-2025,https://www.hepsiemlak.com/manisa-akhisar-ataturk-satilik/daire/0-39148217,2025-12-02 17:22:06
PEKER MAHALLESİNDE EMSALSİZ ASANSÖRLÜ ARAKAT DAİRE,4.750.000 TL,Manisa,Sehzadeler,Peker Mah.,Manisa / Sehzadeler / Peker Mah.,3 + 1,130,1,2. Kat,16 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat Mülkiyeti,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,161259-10,22-10-2025,https://www.hepsiemlak.com/manisa-sehzadeler-peker-satilik/daire/161259-10,2025-12-02 17:22:27
GÖKTAŞLI MAH. 3+1 KAPALI MUTFAK ÖZELLİKLİ DAİRE,3.295.000 TL,Manisa,Sehzadeler,Goktasli Mah.,Manisa / Sehzadeler / Goktasli Mah.,3 + 1,135,1,2. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163278-7,24-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-goktasli-satilik/daire/163278-7,2025-12-02 17:23:07
MANİSA ŞEHZADELER PEKER MAHALLESİ 2+1 SATILIK DAİRE,3.375.000 TL,Manisa,Sehzadeler,Peker Mah.,Manisa / Sehzadeler / Peker Mah.,2 + 1,110,1,4. Kat,16 Yaşında,Kombi,Var,Var,Var,-,Boş,Müstakil Tapulu,-,etin,1 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-28,18-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-peker-satilik/daire/162290-28,2025-12-02 17:23:48
GÖKAYLAR GAYRİMENKUL'den DUBLEKS SATILIK DAİRE,3.200.000 TL,Manisa,Alasehir,Fatih Mah.,Manisa / Alasehir / Fatih Mah.,3 + 1,145,2,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,"Kuzey, Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156372-49,03-11-2025,https://www.hepsiemlak.com/manisa-alasehir-fatih-satilik/daire/156372-49,2025-12-02 17:24:11
MANİSA KIRKAĞAÇ FAHRİ SERTEL EMLAKTAN 3+1 SATILIK DAİRE,2.075.000 TL,Manisa,Kirkagac,Sair Mah.,Manisa / Kirkagac / Sair Mah.,3 + 1,115,1,Ara Kat,28 Yaşında,Kombi,Yok,Yok,Var,-,-,Müstakil Tapulu,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,144740-251,30-11-2025,https://www.hepsiemlak.com/manisa-kirkagac-sair-esref-satilik/daire/144740-251,2025-12-02 17:24:31
ALAYBEY MAH. 15 YILLIK BİNADA 2+1 KAPALI MUTFAK SATILIK DAİRE,3.490.000 TL,Manisa,Sehzadeler,Alaybey Mah.,Manisa / Sehzadeler / Alaybey Mah.,2 + 1,105,1,1. Kat,11 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı,Satılık,163278-33,24-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-alaybey-satilik/daire/163278-33,2025-12-02 17:24:53
Manisa Yunusemre Atatürk Mah. Full Lüks 2+1 Arakat Asansörlü Cadde Üstünde,3.695.000 TL,Manisa,Yunusemre,Ataturk Mah.,Manisa / Yunusemre / Ataturk Mah.,2 + 1,90,1,Ara Kat,5 Yaşında,Kombi,Var,Var,Var,Sıfır,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,200 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,95753-2086,13-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-ataturk-satilik/daire/95753-2086,2025-12-02 17:25:23
YENİ MAH CADDE ÜZERİNDE FULL TADİLATLI SATILIK 3+1 DAİRE,3.700.000 TL,Manisa,Yunusemre,Yeni Mah.,Manisa / Yunusemre / Yeni Mah.,3 + 1,130,1,4. Kat,30 Yaşında,Kombi,Yok,Yok,Var,İkinci El,-,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162376-16,20-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-yeni-mahalle-satilik/daire/162376-16,2025-12-02 17:25:48
ÖZYURTLAR'DAN YENİ HARMANDALI'DA FULL LÜX MÜSTAKİL,4.650.000 TL,Manisa,Sehzadeler,Yeniharmandali Mah.,Manisa / Sehzadeler / Yeniharmandali Mah.,2 + 1,300,1,Villa Katı,1 Yaşında,Yerden Isıtma,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-29,06-10-2025,https://www.hepsiemlak.com/manisa-sehzadeler-yeniharmandali-satilik/daire/162860-29,2025-12-02 17:26:19
MANİSA KIRKAĞAÇ MERKEZDE ALYAPSATA UYGUN GENİŞ FERAH daire,1.190.000 TL,Manisa,Kirkagac,Sair Mah.,Manisa / Kirkagac / Sair Mah.,2 + 1,115,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,"Doğu, Batı",etin,10 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,113856-724,15-10-2025,https://www.hepsiemlak.com/manisa-kirkagac-sair-esref-satilik/daire/113856-724,2025-12-02 17:26:44
MANİSA ŞEHZADELER AKINÇILAR MAHALLESİ SATILIK DAİRE,3.875.000 TL,Manisa,Sehzadeler,Akincilar Mah.,Manisa / Sehzadeler / Akincilar Mah.,3 + 1,115,1,3. Kat,26 Yaşında,Kombi,Yok,Var,Var,-,Boş,Müstakil Tapulu,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-52,25-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-akincilar-satilik/daire/162290-52,2025-12-02 17:27:17
KIRKAĞAÇ BAKIR KÖYÜN'DE SATILIK MÜSTAKİL EV,3.500.000 TL,Manisa,Kirkagac,Bakir Mah.,Manisa / Kirkagac / Bakir Mah.,2 + 1,100,1,-,50 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,21655-3647,30-11-2025,https://www.hepsiemlak.com/manisa-kirkagac-bakir-satilik/mustakil-ev/21655-3647,2025-12-02 17:27:40
ÖZEL TASARIM 6+1 HAVUZLU KÖŞE KONUMLU VİLLA,24.990.000 TL,Manisa,Turgutlu,Ergenekon Mah.,Manisa / Turgutlu / Ergenekon Mah.,6 + 1,370,3,Bahçe Katı,6 Yaşında,Yerden Isıtma,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,"Kuzey, Güney, Doğu, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,155797-74,17-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-satilik/villa/155797-74,2025-12-02 17:28:36
Turgutlu MUSTAFA KEMAL Mahallesi'nde SATILIK 2+1 DAİRE,2.750.000 TL,Manisa,Turgutlu,Mustafa Mah.,Manisa / Turgutlu / Mustafa Mah.,2 + 1,85,1,3. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,"Kuzey, Doğu",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156738-58,01-12-2025,https://www.hepsiemlak.com/manisa-turgutlu-mustafa-kemal-satilik/daire/156738-58,2025-12-02 17:29:08
Yunus Emre -Barbaros Mahallesi'nde Satılık 2+1 Yeni Daire,3.100.000 TL,Manisa,Yunusemre,Barbaros Mah.,Manisa / Yunusemre / Barbaros Mah.,2 + 1,80,1,2. Kat,4 Yaşında,Kombi,Var,Var,Yok,-,Kiracılı,Kat Mülkiyeti,"Doğu, Batı",etin,100 TL,...,Evet,Satılık 2+1 Daire,Hatırlatmaları,Eşyalı Değil,Satılık,151707-48,24-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-barbaros-satilik/daire/151707-48,2025-12-02 17:29:36
ANADOLU LİSESİ ARKASINDA ARAKAT SATILIK 1+1 DAİRE,1.150.000 TL,Manisa,Ahmetli,Guldede Mah.,Manisa / Ahmetli / Guldede Mah.,1 + 1,80,1,2. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Doğu,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,159252-20,05-11-2025,https://www.hepsiemlak.com/manisa-ahmetli-guldede-satilik/daire/159252-20,2025-12-02 17:29:58
ERSOY'DAN İBRAHİM ÇELEBİ MH 3+1 ARA KAT 115M² FULL TADİLATLI UYGUN FİYATLI KAÇIRILMAYACAK DAİRE,3.550.000 TL,Manisa,Sehzadeler,Ibrahimcelebi Mah.,Manisa / Sehzadeler / Ibrahimcelebi Mah.,3 + 1,120,1,3. Kat,25 Yaşında,Kombi,Var,Var,Yok,İkinci El,-,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,114523-388,12-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-ibrahimcelebi-satilik/daire/114523-388,2025-12-02 17:30:25
Manisa Şehzadeler Saruhan Mh 3+1 Bahçeli Yüksek Zemin,3.975.000 TL,Manisa,Sehzadeler,Mimar Mah.,Manisa / Sehzadeler / Mimar Mah.,3 + 1,120,1,Bahçe Katı,21 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,300 TL,...,Evet,Haritası,Hatırlatmaları,-,Satılık,95753-2065,08-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-mimar-sinan-satilik/daire/95753-2065,2025-12-02 17:30:59
ESLİFE'DAN ACİL 3.KAT FIRSAT 3+1 DAİRE,1.595.000 TL,Manisa,Turgutlu,Yildirim Mah.,Manisa / Turgutlu / Yildirim Mah.,3 + 1,120,1,2. Kat,26 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,"Kuzey, Güney",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,136231-35,16-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-yildirim-satilik/daire/136231-35,2025-12-02 17:31:26
sahibinden satılık daire,3.950.000 TL,Manisa,Sehzadeler,2 Mah.,Manisa / Sehzadeler / 2 Mah.,3 + 1,120,1,Ara Kat,25 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,Batı,etin,130 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-45542350,04-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-satilik/daire/0-45542350,2025-12-02 17:31:54
MANİSA ŞEHZADELER Zirve Emlak'tan Alaybey Mh Kaçırılmayacak fırsat lüxs Arakat,3.495.000 TL,Manisa,Sehzadeler,Alaybey Mah.,Manisa / Sehzadeler / Alaybey Mah.,3 + 1,130,1,4. Kat,21 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162290-17,28-09-2025,https://www.hepsiemlak.com/manisa-sehzadeler-alaybey-satilik/daire/162290-17,2025-12-02 17:32:19
AKHİSAR ŞEYHİSA MAHALLESİNDE 73m2 SATILIK MÜSTAKİL,565.000 TL,Manisa,Akhisar,Seyhisa Mah.,Manisa / Akhisar / Seyhisa Mah.,1 + 1,73,-,Bahçe Katı,31 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,Boş,Müstakil Tapulu,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162211-40,11-11-2025,https://www.hepsiemlak.com/manisa-akhisar-seyhisa-satilik/mustakil-ev/162211-40,2025-12-02 17:32:47
Merkezi yerde Müstakil Ev,1.725.000 TL,Manisa,Akhisar,Seyhisa Mah.,Manisa / Akhisar / Seyhisa Mah.,3 + 1,91,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Müstakil Tapulu,"Kuzey, Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-45677862,02-12-2025,https://www.hepsiemlak.com/manisa-akhisar-seyhisa-satilik/mustakil-ev/0-45677862,2025-12-02 17:33:32
Turgutlar Mahallesi Satılık Uygun Fiyat Daire,2.680.000 TL,Manisa,Turgutlu,Turgutlar Mah.,Manisa / Turgutlu / Turgutlar Mah.,3 + 1,115,1,3. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,160048-62,09-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-turgutlar-satilik/daire/160048-62,2025-12-02 17:34:00
İdris emlaktan satılık dubleks Tevfikiye mah,7.100.000 TL,Manisa,Yunusemre,Tevfikiye Mah.,Manisa / Yunusemre / Tevfikiye Mah.,4 + 1,160,2,Çatı Katı,16 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,-,etin,200 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,22991-768,23-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-tevfikiye-satilik/daire/22991-768,2025-12-02 17:34:26
MANİSA SALİHLİ YÖRÜK MAHALLESİ CAN HASTANESİ DOĞUSUNDA SATILIK 1.KAT 3+1 DAİRE,3.400.000 TL,Manisa,Salihli,Yoruk Mah.,Manisa / Salihli / Yoruk Mah.,3 + 1,125,1,Yüksek Giriş,18 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",etin,-,...,-,içerisinde 5 nci kat Satılık Daire,Hatırlatmaları,Eşyalı Değil,Satılık,138755-303,02-12-2025,https://www.hepsiemlak.com/manisa-salihli-yoruk-satilik/daire/138755-303,2025-12-02 17:34:54
SARUHANLI CENGİZ TOPEL MAH. 50m2 CADDE ÜZERİ DÜKKAN SATILIKTIR,2.700.000 TL,Manisa,Saruhanli,Cengiz Mah.,Manisa / Saruhanli / Cengiz Mah.,1 + 1,50,1,Yüksek Giriş,1 Yaşında,Isıtma Yok,Yok,Yok,Yok,-,-,Müstakil Tapulu,-,etin,-,...,-,Haritası,Hatırlatmaları,-,Satılık,106564-492,16-10-2025,https://www.hepsiemlak.com/manisa-saruhanli-cengiz-topel-satilik/daire/106564-492,2025-12-02 17:35:22
MANİSA AKHİSAR EFENDİ MAH. SATILIK 1+1 MUSTAKİL EV 750.000TL,750.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,1 + 1,34,1,-,10 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,-,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,143974-316,06-11-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/mustakil-ev/143974-316,2025-12-02 17:35:47
Fırsat! Kaynak Mah 120 m² Şehir Manzaralı 3+1 Daire,2.950.000 TL,Manisa,Yunusemre,Kaynak Mah.,Manisa / Yunusemre / Kaynak Mah.,3 + 1,125,1,5. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Evet,Haritası,Hatırlatmaları,-,Satılık,162376-2,18-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-kaynak-satilik/daire/162376-2,2025-12-02 17:36:18
SAHİBİNDEN....Manisa'nın en güzel konumunda 3+1karanlık odası olmayan çift cepheli ferah daire.,4.650.000 TL,Manisa,Sehzadeler,2 Mah.,Manisa / Sehzadeler / 2 Mah.,3 + 1,135,1,4. Kat,26 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Doğu,etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-45297612,29-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-2-anafartalar-satilik/daire/0-45297612,2025-12-02 17:36:45
CUMHURİYET MAHALLESİ ZEMİN ÜSTÜ KERVAN YOLU DİBİNDE FIRSAT DAİRE,2.475.000 TL,Manisa,Turgutlu,Cumhuriyet Mah.,Manisa / Turgutlu / Cumhuriyet Mah.,2 + 1,90,1,1. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,"Kuzey, Güney",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,164247-83,21-11-2025,https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-satilik/daire/164247-83,2025-12-02 17:37:20
"ZEKİ EMLAK'TAN MURADİYE'DE SATILIK 3+1 AYRI MUTFAK,ARAKAT DAİRE",3.950.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,3 + 1,130,1,2. Kat,8 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,156185-408,24-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/156185-408,2025-12-02 17:37:49
SALİHLİ CİN EMLAK'TAN ÇAPAKLI MAH SATILIK MÜSTAKİL EV VE ARSASI,2.000.000 TL,Manisa,Salihli,Capakli Mah.,Manisa / Salihli / Capakli Mah.,2 + 1,345,1,-,15 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",etin,-,...,-,içerisinde 5 nci kat Satılık Daire,Hatırlatmaları,Eşyalı Değil,Satılık,37897-2546,27-09-2025,https://www.hepsiemlak.com/manisa-salihli-capakli-satilik/mustakil-ev/37897-2546,2025-12-02 17:38:37
EMSALSİZ FIRSAT EŞYALI 1+1 DAİREMİZ,2.340.000 TL,Manisa,Yunusemre,Muradiye Mah.,Manisa / Yunusemre / Muradiye Mah.,1 + 1,70,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,-,etin,100 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı,Satılık,153592-32,03-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-muradiye-satilik/daire/153592-32,2025-12-02 17:39:09
Çınarlıkuyu mahallesi 2+1 Sıfır Taş Köy Evi,3.290.000 TL,Manisa,Sehzadeler,Cinarlikuyu Mah.,Manisa / Sehzadeler / Cinarlikuyu Mah.,2 + 1,130,1,-,Sıfır Bina,Klima,Yok,Yok,Yok,Sıfır,Mülk Sahibi,Müstakil Tapulu,"Güney, Doğu",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-45497369,01-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-cinarlikuyu-satilik/mustakil-ev/0-45497369,2025-12-02 17:39:32
OSMANCALI ARSA İÇİNDE KÖY EVİ VAR,3.500.000 TL,Manisa,Yunusemre,Osmancali Mah.,Manisa / Yunusemre / Osmancali Mah.,3 + 1,430,1,-,25 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,86276-1242,26-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-osmancali-satilik/koy-evi/86276-1242,2025-12-02 17:39:57
SAKARYA MAH SATILIK 2+1 KAPALI MUTFAK EŞYALI YÜKSEK ZEMİN,2.950.000 TL,Manisa,Sehzadeler,Sakarya Mah.,Manisa / Sehzadeler / Sakarya Mah.,2 + 1,85,1,Yüksek Giriş,25 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,"Doğu, Batı",etin,-,...,Evet,Haritası,Hatırlatmaları,Eşyalı,Satılık,70124-3984,25-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-sakarya-satilik/daire/70124-3984,2025-12-02 17:40:21
ALTIEYLÜL OKULU KARŞISI SATILIK FIRSAT NİTELİĞİNDE 3+1 DAİRE,2.100.000 TL,Manisa,Akhisar,Haci Mah.,Manisa / Akhisar / Haci Mah.,3 + 1,140,1,1. Kat,26 Yaşında,Klima,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,"Doğu, Batı",etin,-,...,-,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,94123-2738,06-11-2025,https://www.hepsiemlak.com/manisa-akhisar-haci-ishak-satilik/daire/94123-2738,2025-12-02 17:40:41
Manisa Çarşı Merkezde Acil Satılık Özellikli Daire,2.950.000 TL,Manisa,Sehzadeler,Akincilar Mah.,Manisa / Sehzadeler / Akincilar Mah.,3 + 1,105,1,En Üst Kat,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,"Doğu, Batı",etin,100 TL,...,Evet,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-40616978,04-11-2025,https://www.hepsiemlak.com/manisa-sehzadeler-akincilar-satilik/daire/0-40616978,2025-12-02 17:41:03
MANİSA YUNUSEMRE 225 M2 4+1 DUBLEKS DAİRE,8.850.000 TL,Manisa,Yunusemre,Kuyualan Mah.,Manisa / Yunusemre / Kuyualan Mah.,4 + 1,225,2,4. Kat,16 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,"Kuzey, Doğu",etin,400 TL,...,Hayır,içerisinde Satılık geniş 3+1 Daire,Hatırlatmaları,Eşyalı Değil,Satılık,70723-6801,29-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-kuyualan-satilik/daire/70723-6801,2025-12-02 17:41:30
EMRAH EMLAKTAN İNÖNÜ MAH SATILIK DAİRE,1.700.000 TL,Manisa,Akhisar,Inonu Mah.,Manisa / Akhisar / Inonu Mah.,2 + 1,90,1,2. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,"Güney, Batı",etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,141484-4,16-11-2025,https://www.hepsiemlak.com/manisa-akhisar-inonu-satilik/daire/141484-4,2025-12-02 17:41:54
SALİHLİ ALTINORDU OKULU YANİ ŞAKUZİLİ DUBLEX 2+1 TERASLI DAİRE,2.850.000 TL,Manisa,Salihli,Mithatpasa Mah.,Manisa / Salihli / Mithatpasa Mah.,2 + 1,145,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney",etin,11 TL,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,139685-216,27-10-2025,https://www.hepsiemlak.com/manisa-salihli-mithatpasa-satilik/daire/139685-216,2025-12-02 17:42:16
TURPA'DAN ACARLAR MH. SATILIK MASRAFSIZ ARAKAT DAİRE,2.950.000 TL,Manisa,Turgutlu,Acarlar Mah.,Manisa / Turgutlu / Acarlar Mah.,2 + 1,115,1,3. Kat,25 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,144722-270,30-10-2025,https://www.hepsiemlak.com/manisa-turgutlu-acarlar-satilik/daire/144722-270,2025-12-02 17:45:02
TEVFİKİYE MAH SATILIK 3+1 ÖNÜ AÇIK ÖZELLİKLİ DAİRE,2.850.000 TL,Manisa,Yunusemre,Tevfikiye Mah.,Manisa / Yunusemre / Tevfikiye Mah.,3 + 1,100,1,Çatı Katı,29 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Doğu,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,150956-58,05-11-2025,https://www.hepsiemlak.com/manisa-yunusemre-tevfikiye-satilik/daire/150956-58,2025-12-02 17:45:21
EFENDİ MAH. SATILIK DAİRE,2.500.000 TL,Manisa,Akhisar,Efendi Mah.,Manisa / Akhisar / Efendi Mah.,2 + 1,100,1,3. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,-,Boş,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,163472-1,20-11-2025,https://www.hepsiemlak.com/manisa-akhisar-efendi-satilik/daire/163472-1,2025-12-02 17:45:42
ÖZYURTLAR'DAN HAFSASULTAN'DA ASANSÖRLÜ FULL ÖZELLİKLİ ARA KAT,4.850.000 TL,Manisa,Yunusemre,Hafsa Mah.,Manisa / Yunusemre / Hafsa Mah.,3 + 1,135,1,4. Kat,11 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,162860-25,06-10-2025,https://www.hepsiemlak.com/manisa-yunusemre-hafsa-sultan-satilik/daire/162860-25,2025-12-02 17:46:04
Acil SATILIK İSTASYON MAHALLESİ 3+1. 140 metre kare daire,3.000.000 TL,Manisa,Alasehir,Istasyon Mah.,Manisa / Alasehir / Istasyon Mah.,3 + 1,150,1,En Üst Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,-,etin,-,...,Hayır,Haritası,Hatırlatmaları,Eşyalı Değil,Satılık,0-45556445,18-11-2025,https://www.hepsiemlak.com/manisa-alasehir-istasyon-satilik/daire/0-45556445,2025-12-02 17:46:22
GÜZELYURTTA HAVUZLU SİTE İÇERİSİNDE 3+1 EŞSİZ DAİRE,7.950.000 TL,Manisa,Yunusemre,Guzelyurt Mah.,Manisa / Yunusemre / Guzelyurt Mah.,3 + 1,160,2,Yüksek Giriş,1 Yaşında,Kombi,Var,Var,Var,-,Kiracılı,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",etin,-,...,Evet,İçerisinde,Hatırlatmaları,Eşyalı Değil,Satılık,114523-381,10-09-2025,https://www.hepsiemlak.com/manisa-yunusemre-guzelyurt-satilik/daire/114523-381,2025-12-02 17:46:43
