Fiyat,Ilce,Oda,M2,Banyo,Kat,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat_numeric
9.650.000 TL,Sehzadeler,3 + 1,200,2,4. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,9650000.0
9.750.000 TL,Yunusemre,3 + 1,185,2,5. Kat,1 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,9750000.0
4.200.000 TL,Turgutlu,4 + 1,160,2,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0
2.900.000 TL,Yunusemre,1 + 1,46,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0
3.420.000 TL,Soma,3 + 1,180,1,1. Kat,35 Yaşında,Jeotermal Isıtm...,Var,Yok,Yok,İkinci El,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,3420000.0
3.100.000 TL,Saruhanli,2 + 1,147,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0
3.100.000 TL,Yunusemre,2 + 1,85,1,5. Kat,32 Yaşında,Kombi,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3100000.0
1.350.000 TL,Koprubasi,3 + 1,180,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1350000.0
6.500.000 TL,Turgutlu,3 + 1,141,1,-,30 Yaşında,Kat Kaloriferi,Var,Yok,Var,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6500000.0
4.600.000 TL,Salihli,2 + 1,85,1,-,24 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,4600000.0
2.849.000 TL,Yunusemre,2 + 1,70,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2849000.0
2.999.000 TL,Turgutlu,3 + 1,120,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2999000.0
3.175.000 TL,Yunusemre,2 + 1,85,1,3. Kat,4 Yaşında,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3175000.0
3.050.000 TL,Akhisar,2 + 1,90,3,2. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3050000.0
2.950.000 TL,Akhisar,3 + 1,145,1,Yüksek Giriş,8 Yaşında,Kombi,Var,Var,Var,-,-,Müstakil Tapulu,Evet,-,2950000.0
2.590.000 TL,Akhisar,2 + 0,70,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2590000.0
1.700.000 TL,Yunusemre,2 + 1,75,1,Zemin,6 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1700000.0
4.750.000 TL,Yunusemre,2 + 1,110,1,-,15 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0
2.750.000 TL,Soma,2 + 1,100,1,Yüksek Giriş,Sıfır Bina,Merkezi,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0
8.650.000 TL,Saruhanli,6 + 1,285,2,4. Kat,5 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,8650000.0
2.650.000 TL,Turgutlu,3 + 1,150,1,3. Kat,26 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2650000.0
3.350.000 TL,Akhisar,2 + 1,100,1,Ara Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0
4.200.000 TL,Yunusemre,4 + 1,240,2,5. Kat,20 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0
4.900.000 TL,Salihli,3 + 1,125,1,5. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0
3.625.000 TL,Akhisar,3 + 1,135,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3625000.0
4.900.000 TL,Yunusemre,2 + 1,90,1,2. Kat,8 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4900000.0
6.750.000 TL,Salihli,3 + 1,148,1,Bahçe Katı,15 Yaşında,Soba,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,6750000.0
6.600.000 TL,Akhisar,5 + 1,150,2,En Üst Kat,Sıfır Bina,Kombi,Yok,Var,Yok,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6600000.0
1.685.000 TL,Demirci,2 + 1,65,1,Giriş Katı,9 Yaşında,Kat Kaloriferi,Var,Yok,Yok,İkinci El,Kiracılı,Kat İrtifakı,Evet,-,1685000.0
3.300.000 TL,Yunusemre,3 + 1,110,1,En Üst Kat,12 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,-,3300000.0
4.500.000 TL,Salihli,2 + 1,110,1,En Üst Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,-,4500000.0
5.200.000 TL,Sehzadeler,3 + 1,135,1,Ara Kat,16 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5200000.0
4.850.000 TL,Yunusemre,1 + 1,48,1,12. Kat,1 Yaşında,Merkezi (Pay Öl...,Var,Yok,Var,Sıfır,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı,4850000.0
3.650.000 TL,Akhisar,2 + 1,105,1,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
5.850.000 TL,Yunusemre,3 + 1,200,1,Çatı Katı,3 Yaşında,Kombi,Yok,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı,5850000.0
11.750.000 TL,Yunusemre,4 + 1,174,2,Ara Kat,11 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,11750000.0
2.350.000 TL,Yunusemre,1 + 1,50,1,2. Kat,6 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2350000.0
6.750.000 TL,Turgutlu,3 + 1,155,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6750000.0
2.800.000 TL,Salihli,2 + 1,85,1,1. Kat,Sıfır Bina,Kombi,Var,Var,Var,Yapım Aşamasınd...,Boş,Kat İrtifakı,Evet,-,2800000.0
4.100.000 TL,Salihli,3 + 1,145,1,4. Kat,20 Yaşında,Jeotermal Isıtm...,Var,Var,Var,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,4100000.0
3.600.000 TL,Akhisar,2 + 1,90,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3600000.0
4.200.000 TL,Yunusemre,4 + 1,240,2,5. Kat,20 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0
16.500.000 TL,Yunusemre,4 + 1,257,3,Bahçe Katı,26 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,16500000.0
3.250.000 TL,Salihli,3 + 1,165,1,-,20 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3250000.0
2.600.000 TL,Turgutlu,2 + 1,110,1,4. Kat,21 Yaşında,Kombi,Yok,Yok,Yok,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,2600000.0
12.000.000 TL,Salihli,3 + 1,200,1,-,12 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Hisseli Tapu,Evet,Eşyalı Değil,12000000.0
3.970.000 TL,Yunusemre,2 + 1,83,-,3. Kat,12 Yaşında,Kombi,Yok,Yok,Yok,-,Belirtilmemiş,Kat Mülkiyeti,-,Eşyalı Değil,3970000.0
6.750.000 TL,Yunusemre,3 + 1,115,-,9. Kat,11 Yaşında,Kombi,Yok,Yok,Var,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6750000.0
3.250.000 TL,Turgutlu,2 + 1,115,1,Yüksek Giriş,6 Yaşında,Kombi,Yok,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3250000.0
3.700.000 TL,Sehzadeler,3 + 1,140,1,4. Kat,26 Yaşında,Kombi,Yok,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3700000.0
9.900.000 TL,Turgutlu,1 + 0,160,2,Bahçe Katı,5 Yaşında,Kombi,Yok,Yok,Yok,-,-,Arsa,Hayır,-,9900000.0
3.300.000 TL,Turgutlu,4 + 1,135,1,3. Kat,20 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,-,3300000.0
2.575.000 TL,Yunusemre,1 + 1,50,1,Yüksek Giriş,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2575000.0
35.000.000 TL,Salihli,7 + 1,300,3,-,1 Yaşında,Kat Kaloriferi,Var,Yok,Var,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,35000000.0
2.990.000 TL,Yunusemre,2 + 1,75,1,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,Yok,Yok,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2990000.0
2.950.000 TL,Yunusemre,2 + 1,75,1,2. Kat,4 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2950000.0
2.300.000 TL,Turgutlu,2 + 1,85,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2300000.0
7.900.000 TL,Yunusemre,5 + 1,250,2,4. Kat,1 Yaşında,Kombi,Yok,Var,Yok,Sıfır,Boş,Müstakil Tapulu,-,Eşyalı Değil,7900000.0
4.100.000 TL,Sehzadeler,4 + 1,145,1,Yüksek Giriş,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0
5.400.000 TL,Turgutlu,3 + 1,130,2,Ara Kat,2 Yaşında,Merkezi (Pay Öl...,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5400000.0
8.980.000 TL,Yunusemre,6 + 2,275,2,Yüksek Giriş,14 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,8980000.0
3.750.000 TL,Turgutlu,2 + 1,120,1,4. Kat,6 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3750000.0
3.400.000 TL,Sehzadeler,2 + 1,75,1,Ara Kat,23 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0
3.475.000 TL,Yunusemre,3 + 1,120,1,Zemin,16 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3475000.0
2.100.000 TL,Turgutlu,2 + 1,159,1,Zemin,25 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2100000.0
4.800.000 TL,Salihli,3 + 1,157,1,Bahçe Katı,10 Yaşında,Soba,Var,Var,Var,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,4800000.0
4.490.000 TL,Yunusemre,4 + 1,160,2,En Üst Kat,12 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı,4490000.0
2.350.000 TL,Turgutlu,3 + 1,105,1,Ara Kat,8 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,-,2350000.0
4.150.000 TL,Akhisar,3 + 1,125,1,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4150000.0
4.600.000 TL,Yunusemre,3 + 1,145,1,2. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4600000.0
3.950.000 TL,Yunusemre,3 + 1,115,1,4. Kat,4 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0
4.650.000 TL,Yunusemre,2 + 1,100,1,3. Kat,11 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0
4.650.000 TL,Salihli,3 + 1,145,1,Ara Kat,15 Yaşında,Kombi,Var,Var,Var,İkinci El,-,Kat İrtifakı,Hayır,-,4650000.0
4.550.000 TL,Yunusemre,3 + 1,125,1,1. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4550000.0
8.500.000 TL,Turgutlu,5 + 1,280,3,5. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,8500000.0
4.750.000 TL,Alasehir,3 + 1,155,2,8. Kat,6 Yaşında,Kombi,Var,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4750000.0
3.650.000 TL,Salihli,3 + 1,125,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3650000.0
7.700.000 TL,Sehzadeler,3 + 1,145,2,5. Kat,6 Yaşında,Kombi,Var,Var,Yok,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,7700000.0
3.150.000 TL,Koprubasi,2 + 1,110,1,3. Kat,4 Yaşında,Kat Kaloriferi,Yok,Var,Yok,-,-,Kat Mülkiyeti,Evet,-,3150000.0
6.800.000 TL,Yunusemre,3 + 1,145,1,5. Kat,13 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6800000.0
2.800.000 TL,Turgutlu,2 + 1,90,2,En Üst Kat,7 Yaşında,Merkezi (Pay Öl...,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2800000.0
4.200.000 TL,Sehzadeler,3 + 1,120,1,Ara Kat,20 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0
5.700.000 TL,Yunusemre,3 + 1,120,2,2. Kat,4 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5700000.0
2.450.000 TL,Salihli,2 + 1,85,1,Giriş Katı,4 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,2450000.0
4.200.000 TL,Yunusemre,3 + 1,140,1,4. Kat,6 Yaşında,Kombi,Yok,Var,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0
1.550.000 TL,Sehzadeler,2 + 1,86,1,1. Kat,2 Yaşında,Merkezi,Yok,Yok,Var,-,Boş,Tapu Yok,Evet,Eşyalı Değil,1550000.0
3.250.000 TL,Turgutlu,3 + 1,145,1,Ara Kat,2 Yaşında,Kombi,Var,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0
3.500.000 TL,Akhisar,2 + 1,103,2,2. Kat,Sıfır Bina,Kombi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0
1.800.000 TL,Ahmetli,1 + 1,45,1,Yüksek Giriş,6 Yaşında,Klima,Var,Yok,Yok,İkinci El,-,Kat İrtifakı,-,Eşyalı,1800000.0
3.150.000 TL,Yunusemre,2 + 1,80,1,2. Kat,8 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3150000.0
3.550.000 TL,Yunusemre,2 + 1,90,1,Ara Kat,2 Yaşında,Kombi,Yok,Var,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3550000.0
6.100.000 TL,Salihli,3 + 1,135,1,3. Kat,3 Yaşında,Kombi,Yok,Var,Var,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,6100000.0
3.425.000 TL,Sehzadeler,3 + 1,145,1,5. Kat,27 Yaşında,Kombi,Var,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0
3.600.000 TL,Salihli,2 + 1,95,1,3. Kat,5 Yaşında,Kombi,Var,Var,Var,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0
2.340.000 TL,Sehzadeler,2 + 1,90,1,En Üst Kat,34 Yaşında,Klima,Yok,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı,2340000.0
5.400.000 TL,Salihli,4 + 1,204,2,4. Kat,5 Yaşında,Kombi,Yok,Var,Var,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5400000.0
5.250.000 TL,Akhisar,4 + 1,202,2,3. Kat,Sıfır Bina,Kombi,Yok,Var,Var,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
5.250.000 TL,Alasehir,3 + 1,170,2,6. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5250000.0
1.705.000 TL,Akhisar,2 + 1,100,1,Zemin,31 Yaşında,Soba,Var,Yok,Yok,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,1705000.0
2.650.000 TL,Salihli,3 + 1,110,1,Kot 3,16 Yaşında,Isıtma Yok,Yok,Yok,Var,İkinci El,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı,2650000.0
2.890.000 TL,Akhisar,3 + 1,130,1,Giriş Katı,1 Yaşında,Merkezi,Yok,Yok,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2890000.0
3.800.000 TL,Turgutlu,2 + 1,90,2,1. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0
5.500.000 TL,Yunusemre,3 + 1,140,1,En Üst Kat,8 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5500000.0
5.900.000 TL,Turgutlu,3 + 1,160,2,1. Kat,1 Yaşında,Yerden Isıtma,Var,Yok,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,5900000.0
3.250.000 TL,Yunusemre,1 + 1,55,1,Zemin,10 Yaşında,Kat Kaloriferi,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,3250000.0
4.750.000 TL,Salihli,3 + 1,130,1,2. Kat,25 Yaşında,Jeotermal Isıtm...,Yok,Var,Var,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,4750000.0
3.950.000 TL,Sehzadeler,3 + 1,130,1,1. Kat,26 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
6.300.000 TL,Turgutlu,2 + 1,110,2,En Üst Kat,2 Yaşında,Yerden Isıtma,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6300000.0
8.550.000 TL,Yunusemre,8 + 4,404,4,-,26 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,-,8550000.0
10.250.000 TL,Akhisar,2 + 0,600,1,-,15 Yaşında,Soba,Yok,Var,Yok,İkinci El,Mülk Sahibi,Müstakil Tapulu,-,Eşyalı Değil,10250000.0
3.500.000 TL,Salihli,2 + 1,90,1,1. Kat,7 Yaşında,Kombi,Yok,Var,Var,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3500000.0
3.380.000 TL,Sehzadeler,3 + 1,125,1,2. Kat,15 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3380000.0
6.500.000 TL,Turgutlu,3 + 1,170,2,4. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Yapım Aşamasınd...,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6500000.0
5.250.000 TL,Alasehir,3 + 1,170,2,6. Kat,Sıfır Bina,Kombi,Var,Var,Yok,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0
4.050.000 TL,Yunusemre,3 + 1,135,1,2. Kat,15 Yaşında,Kombi,Yok,Yok,Var,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4050000.0
3.000.000 TL,Akhisar,2 + 1,365,1,-,25 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Kiracılı,Arsa,Hayır,Eşyalı Değil,3000000.0
5.000.000 TL,Saruhanli,3 + 1,148,1,Ara Kat,7 Yaşında,Kombi,Yok,Yok,Yok,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,5000000.0
4.250.000 TL,Akhisar,3 + 1,150,1,3. Kat,3 Yaşında,Kombi,Var,Yok,Yok,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0
3.850.000 TL,Turgutlu,2 + 1,110,1,2. Kat,Sıfır Bina,Kombi,Yok,Var,Var,Sıfır,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3850000.0
7.000.000 TL,Turgutlu,3 + 0,165,2,1. Kat,1 Yaşında,Yerden Isıtma,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,7000000.0
4.650.000 TL,Yunusemre,2 + 0,65,1,3. Kat,6 Yaşında,Kombi,Yok,Var,Var,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0
4.450.000 TL,Yunusemre,3 + 1,130,1,3. Kat,6 Yaşında,Kombi,Yok,Yok,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4450000.0
3.975.000 TL,Sehzadeler,2 + 1,100,1,1. Kat,30 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,3975000.0
4.000.000 TL,Turgutlu,2 + 1,110,1,2. Kat,Sıfır Bina,Yerden Isıtma,Var,Var,Var,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4000000.0
3.950.000 TL,Sehzadeler,1 + 1,100,1,6. Kat,6 Yaşında,Kombi,Var,Var,Yok,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0
3.650.000 TL,Akhisar,3 + 1,130,1,2. Kat,6 Yaşında,Kombi,Var,Var,Var,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
3.300.000 TL,Akhisar,2 + 0,85,1,3. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3300000.0
7.150.000 TL,Yunusemre,2 + 1,110,1,2. Kat,4 Yaşında,Kombi,Yok,Yok,Var,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,7150000.0
5.670.000 TL,Salihli,3 + 1,135,1,3. Kat,6 Yaşında,Kombi,Var,Yok,Yok,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5670000.0
4.300.000 TL,Sehzadeler,2 + 1,85,1,1. Kat,35 Yaşında,Kombi,Yok,Var,Var,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4300000.0
3.800.000 TL,Salihli,3 + 1,160,-,4. Kat,10 Yaşında,Jeotermal Isıtm...,Var,Yok,Yok,İkinci El,-,Müstakil Tapulu,-,Eşyalı Değil,3800000.0
3.695.000 TL,Yunusemre,2 + 1,120,1,5. Kat,31 Yaşında,Kombi,Var,Yok,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3695000.0
600.000 TL,Demirci,2 + 1,90,1,-,40 Yaşında,Soba,Yok,Yok,Yok,İkinci El,Boş,Arsa,Evet,Eşyalı Değil,600000.0
6.700.000 TL,Akhisar,5 + 1,300,3,4. Kat,Sıfır Bina,Kombi,Yok,Var,Yok,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,6700000.0
5.250.000 TL,Turgutlu,3 + 1,172,2,4. Kat,5 Yaşında,Merkezi (Pay Öl...,Var,Var,Var,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0
4.450.000 TL,Yunusemre,3 + 1,130,2,Ara Kat,6 Yaşında,Kombi,Var,Var,Yok,İkinci El,Kiracılı,Müstakil Tapulu,Evet,Eşyalı Değil,4450000.0
3.800.000 TL,Yunusemre,3 + 1,115,1,2. Kat,28 Yaşında,Kombi,Var,Var,Yok,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3800000.0
4.299.000 TL,Sehzadeler,3 + 1,125,1,2. Kat,40 Yaşında,Merkezi,Yok,Var,Yok,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4299000.0
3.650.000 TL,Turgutlu,3 + 1,125,1,En Üst Kat,7 Yaşında,Kombi,Var,Yok,Yok,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0
3.850.000 TL,Akhisar,3 + 1,125,1,4. Kat,5 Yaşında,Kombi,Var,Var,Var,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0
8.250.000 TL,Akhisar,2 + 0,105,1,-,5 Yaşında,Klima,Yok,Yok,Yok,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı,8250000.0
3.600.000 TL,Akhisar,2 + 1,115,1,2. Kat,Sıfır Bina,Kombi,Var,Var,Var,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3600000.0
800.000 TL,Alasehir,3 + 1,980,1,-,Sıfır Bina,Soba,Yok,Yok,Yok,Sıfır,Boş,Arsa,Evet,-,800000.0
