Ilce,M2,Banyo,Bina_Yasi,Balkon,Asansor,Garaj,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat,Isinma,yapi_durumu,Kullanim_Boş,Kullanim_Kiracılı,Kullanim_Mülk Sahibi
Turgutlu,200,2,0,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,6000000.0,4,1,3.0,3,0,1,0,0
Turgutlu,200,2,0,0,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,6149000.0,3,1,4.0,3,0,1,0,0
Akhisar,103,1,26,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2700000.0,2,1,2.0,3,0,0,1,0
Turgutlu,104,2,0,1,0,1,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,3.0,3,0,1,0,0
Yunusemre,58,1,1,1,0,1,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0,1,1,3.0,3,0,1,0,0
Yunusemre,65,1,4,1,0,1,Kat İrtifakı,Evet,Eşyalı Değil,4450000.0,1,1,0.5,3,0,1,0,0
Turgutlu,160,2,5,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,4900000.0,3,1,2.0,3,0,0,0,1
Turgutlu,135,1,25,0,0,0,Kat Mülkiyeti,Hayır,-,2500000.0,3,1,3.0,1,0,1,0,0
Turgutlu,165,2,4,0,1,0,Kat İrtifakı,Evet,Eşyalı,7650000.0,3,1,2.0,3,0,1,0,0
Yunusemre,125,2,24,1,1,1,Kat Mülkiyeti,-,Eşyalı Değil,4150000.0,3,1,3.0,3,0,0,0,1
Salihli,90,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,3400000.0,2,1,3.0,3,0,1,0,0
Turgutlu,120,1,0,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,3.0,3,0,1,0,0
Turgutlu,110,1,1,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3630000.0,2,1,2.0,3,0,0,0,1
Yunusemre,190,2,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4650000.0,4,1,5.0,2,0,1,0,0
Akhisar,230,1,27,0,0,0,Kat İrtifakı,-,-,5450000.0,3,1,3.0,1,0,1,0,0
Yunusemre,140,1,11,0,0,0,Kat İrtifakı,Hayır,Eşyalı,2980000.0,2,1,0.5,3,0,0,1,0
Sehzadeler,130,2,21,0,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.0,3,0,1,0,0
Turgutlu,130,2,0,0,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,5950000.0,3,1,3.0,3,0,1,0,0
Sehzadeler,120,2,5,0,1,1,Tapu Yok,Evet,Eşyalı Değil,6500000.0,4,1,0.0,1,0,0,0,1
Akhisar,95,1,1,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,2,1,2.0,3,0,1,0,0
Turgutlu,400,3,0,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,15000000.0,6,2,4.0,3,0,1,0,0
Akhisar,140,1,26,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,2300000.0,3,1,1.0,1,0,1,0,0
Saruhanli,130,1,1,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3375000.0,3,1,4.0,3,0,1,0,0
Turgutlu,160,2,0,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,8000000.0,3,1,4.0,3,0,1,0,0
Yunusemre,140,1,6,1,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,4.0,3,0,0,1,0
Sehzadeler,116,2,26,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,5.0,3,0,0,0,1
Salihli,130,1,20,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,4450000.0,3,1,3.0,3,0,1,0,0
Akhisar,191,3,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,8500000.0,5,1,3.0,3,0,1,0,0
Turgutlu,100,1,11,1,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,2199000.0,2,1,4.0,3,0,0,0,1
Turgutlu,130,1,7,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,3,1,0.0,3,0,1,0,0
Yunusemre,240,2,5,1,1,1,Kat İrtifakı,Hayır,Eşyalı Değil,12600000.0,4,1,4.0,3,0,1,0,0
Saruhanli,120,1,6,0,1,0,Müstakil Tapulu,Hayır,Eşyalı Değil,3600000.0,3,1,4.0,3,0,1,0,0
Turgutlu,230,2,5,0,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,5980000.0,3,1,2.0,3,0,0,0,1
Yunusemre,200,1,15,0,1,1,Kat İrtifakı,-,-,5500000.0,4,1,5.0,3,0,1,0,0
Turgutlu,130,1,0,0,1,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,4700000.0,3,1,4.0,3,0,1,0,0
Akhisar,90,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,2550000.0,2,1,1.0,3,0,1,0,0
Turgutlu,145,2,15,1,1,0,Kat Mülkiyeti,-,-,4500000.0,3,1,5.0,3,0,1,0,0
Yunusemre,106,2,1,1,0,1,Kat Mülkiyeti,Hayır,Eşyalı Değil,9980000.0,2,1,4.0,2,0,1,0,0
Turgutlu,130,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,6000000.0,3,1,2.0,3,0,1,0,0
Salihli,210,2,0,1,1,1,Kat İrtifakı,Evet,-,9400000.0,4,1,-1.0,3,2,1,0,0
Turgutlu,170,1,16,0,1,0,Kat Mülkiyeti,Hayır,Eşyalı Değil,3140000.0,3,1,3.0,3,0,0,0,1
Turgutlu,160,1,16,1,1,1,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,3,1,4.0,3,0,0,0,1
Yunusemre,100,1,4,0,0,0,Kat İrtifakı,-,Eşyalı Değil,4950000.0,2,1,0.5,3,0,1,0,0
Yunusemre,120,1,1,0,1,0,Müstakil Tapulu,Hayır,Eşyalı Değil,4250000.0,3,0,1.0,3,0,0,0,1
Turgutlu,115,1,0,0,1,0,Kat Mülkiyeti,-,Eşyalı Değil,3600000.0,2,1,3.0,3,2,1,0,0
Sehzadeler,120,1,21,0,1,0,Kat İrtifakı,Hayır,Eşyalı Değil,3850000.0,3,1,0.5,3,0,1,0,0
Yunusemre,80,1,0,0,0,0,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1,-3.0,3,0,1,0,0
Sehzadeler,130,1,20,1,1,0,Kat Mülkiyeti,Evet,Eşyalı Değil,4800000.0,3,1,4.0,3,0,1,0,0
Akhisar,390,3,0,1,0,1,Müstakil Tapulu,Evet,Eşyalı Değil,13500000.0,4,1,0.0,3,0,1,0,0
Turgutlu,100,1,6,0,1,1,Kat Mülkiyeti,Hayır,-,2500000.0,2,1,4.0,0,0,0,1,0
Yunusemre,140,1,1,0,1,1,Kat İrtifakı,Evet,Eşyalı Değil,5950000.0,3,1,2.0,3,0,1,0,0
Turgutlu,105,1,0,1,1,1,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,1.0,3,0,1,0,0
