Ilce,M2,Banyo,Bina_Yasi,Isinma,Balkon,Asansor,Garaj,Yapı Durumu,Kullanım Durumu,Tapu Durumu,Takas,Eşya Durumu,Fiyat,oda_sayisi,salon_sayisi,Kat
Turgutlu,120,2,2,Merkezi (Pay Öl...,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4000000.0,2,1,5.0
Akhisar,380,2,0,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,6200000.0,5,1,4.0
Yunusemre,114,2,0,Kombi,1,1,0,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4750000.0,2,1,2.0
Yunusemre,75,1,5,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3150000.0,2,1,-2.0
Saruhanli,90,1,9,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,-,Eşyalı Değil,2870000.0,2,1,-2.0
Salihli,185,1,20,Kombi,0,1,1,-,-,Kat Mülkiyeti,Hayır,Eşyalı Değil,4650000.0,3,1,3.0
Turgutlu,110,1,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3350000.0,2,1,1.0
Yunusemre,145,2,11,Merkezi (Pay Öl...,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6390000.0,3,1,11.0
Yunusemre,160,1,11,Kombi,1,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6750000.0,3,1,0.5
Turgutlu,130,2,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5350000.0,3,1,1.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4400000.0,3,1,3.0
Turgutlu,140,1,16,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3200000.0,3,1,4.0
Yunusemre,115,1,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3190000.0,3,1,0.0
Akhisar,92,1,1,Kombi,0,1,0,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2550000.0,2,0,4.0
Sehzadeler,90,1,20,Klima,1,0,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1,3.0
Yunusemre,90,1,11,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3080000.0,2,1,3.0
Yunusemre,80,1,25,Soba,0,0,0,İkinci El,Boş,Müstakil Tapulu,Hayır,-,3000000.0,1,1,3.0
Sehzadeler,130,1,15,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,3285000.0,3,1,4.0
Turgutlu,152,1,31,Soba,0,0,0,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,350000.0,3,1,0.0
Turgutlu,145,1,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0
Turgutlu,130,1,11,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1,0.0
Saruhanli,105,2,1,Kombi,1,1,1,-,Boş,Hisseli Tapu,Hayır,Eşyalı Değil,4200000.0,2,1,1.0
Turgutlu,429,1,16,Isıtma Yok,0,0,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,2500000.0,2,1,0.0
Soma,130,1,11,Jeotermal Isıtm...,1,0,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3150000.0,3,1,3.0
Yunusemre,150,1,31,Isıtma Yok,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,14500000.0,3,1,3.0
Akhisar,103,1,33,Soba,0,0,0,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1275000.0,1,1,3.0
Salihli,110,1,25,Kombi,0,1,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,3000000.0,3,1,0.0
Sehzadeler,135,1,6,-,0,0,0,-,-,-,-,-,4200000.0,3,1,3.0
Sehzadeler,120,1,11,Soba,0,0,0,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,985000.0,1,1,0.0
Turgutlu,155,1,25,Kombi,0,1,1,-,-,Kat Mülkiyeti,Hayır,-,4600000.0,3,1,0.0
Akhisar,90,1,31,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1350000.0,2,1,4.0
Yunusemre,140,1,5,Kombi,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1,2.0
Saruhanli,260,2,5,Kombi,1,0,0,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Evet,Eşyalı Değil,4200000.0,6,2,5.0
Turgutlu,130,1,16,Soba,0,1,1,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,2900000.0,2,1,0.0
Yunusemre,96,1,26,Soba,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,2.0
Sehzadeler,140,1,11,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4650000.0,3,1,3.0
Yunusemre,90,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3600000.0,2,1,3.0
Yunusemre,85,1,0,Kombi,0,0,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,3.0
Turgutlu,300,2,0,Yerden Isıtma,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,11500000.0,6,1,3.0
Salihli,150,3,31,Isıtma Yok,0,0,0,-,Boş,Tapu Yok,Hayır,Eşyalı Değil,3450000.0,7,2,0.0
Yunusemre,128,2,1,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,13400000.0,3,1,2.0
Yunusemre,105,1,1,Kombi,0,1,1,-,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı,3420000.0,2,1,2.0
Akhisar,95,1,35,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1600000.0,1,1,1.0
Saruhanli,55,1,0,Yerden Isıtma,0,0,1,-,Kiracılı,Kat İrtifakı,Evet,Eşyalı,2650000.0,1,1,0.5
Sehzadeler,250,3,0,Belirtilmemiş,0,0,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,29980000.0,5,1,3.0
Yunusemre,100,1,0,Kombi,1,0,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,5500000.0,2,1,2.0
Turgutlu,85,1,6,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,1650000.0,2,1,0.0
Turgutlu,95,1,21,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2050000.0,2,1,1.0
Yunusemre,200,2,3,Yerden Isıtma,0,0,1,-,Kiracılı,Kat Mülkiyeti,Evet,Eşyalı Değil,12495000.0,3,1,5.0
Yunusemre,60,1,1,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2650000.0,1,1,1.0
Akhisar,85,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,2900000.0,2,1,2.0
Yunusemre,350,2,21,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,12000000.0,5,1,0.0
Yunusemre,85,1,21,Kombi,0,1,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2650000.0,2,1,0.5
Akhisar,100,1,6,Kombi,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,2,1,3.0
Soma,90,1,27,Jeotermal Isıtm...,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,-,1550000.0,2,1,3.0
Yunusemre,54,1,0,Isı Pompası,0,1,1,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2500000.0,1,0,0.5
Sehzadeler,120,1,26,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3950000.0,3,1,0.5
Salihli,115,1,0,Kombi,1,0,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3475000.0,2,1,4.0
Turgutlu,125,1,0,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3500000.0,2,1,1.0
Salihli,145,1,1,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,6500000.0,3,1,4.0
Salihli,115,1,30,Soba,0,0,0,İkinci El,Boş,Arsa,Evet,Eşyalı Değil,820000.0,2,1,3.0
Turgutlu,150,2,0,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3749000.0,3,1,4.0
Turgutlu,130,1,1,Kombi,0,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,2250000.0,3,1,0.0
Turgutlu,100,1,21,Soba,0,0,0,-,Boş,Kat İrtifakı,Hayır,-,550000.0,2,1,0.0
Salihli,100,1,21,Kombi,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,1550000.0,2,1,3.0
Sehzadeler,115,1,25,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3485000.0,3,1,3.0
Soma,68,1,15,Soba,0,0,1,-,Boş,Müstakil Tapulu,Evet,-,2250000.0,1,1,3.0
Akhisar,115,2,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3400000.0,2,1,3.0
Turgutlu,95,1,5,Kombi,0,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2600000.0,2,1,4.0
Yunusemre,125,1,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4275000.0,3,1,4.0
Akhisar,130,1,26,Kombi,1,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2225000.0,3,1,4.0
Akhisar,105,1,18,Merkezi,0,0,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2350000.0,2,1,0.0
Yunusemre,100,1,26,Kombi,0,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,2,1,0.5
Yunusemre,92,1,2,Kombi,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5000000.0,2,1,4.0
Yunusemre,100,1,21,Kombi,0,1,1,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,2850000.0,2,1,0.5
Akhisar,130,1,1,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3200000.0,3,1,3.0
Akhisar,135,1,0,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Evet,-,3150000.0,3,1,3.0
Turgutlu,295,1,10,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,4600000.0,3,1,3.0
Alasehir,100,1,35,Soba,0,0,0,İkinci El,Mülk Sahibi,Müstakil Tapulu,Hayır,Eşyalı Değil,1200000.0,2,1,3.0
Kirkagac,140,2,10,Kombi,0,1,1,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,3,1,5.0
Akhisar,140,1,21,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2750000.0,3,1,4.0
Akhisar,181,1,26,Soba,0,0,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1900000.0,2,1,0.0
Sehzadeler,110,1,21,Kombi,0,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3250000.0,2,1,3.0
Sehzadeler,120,1,26,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,4200000.0,3,1,6.0
Turgutlu,130,1,22,Kombi,0,0,0,İkinci El,Boş,Kat Mülkiyeti,-,Eşyalı Değil,3100000.0,3,1,5.0
Turgutlu,140,1,1,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,2990000.0,3,1,3.0
Soma,105,1,0,Merkezi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,2,1,2.0
Salihli,530,1,25,Soba,0,0,0,-,-,Müstakil Tapulu,-,-,2350000.0,2,1,3.0
Akhisar,150,2,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5200000.0,3,1,3.0
Turgutlu,135,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3650000.0,3,1,1.0
Salihli,130,1,11,Kombi,1,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,6250000.0,3,1,2.0
Yunusemre,110,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4100000.0,2,1,4.0
Sehzadeler,130,1,11,Klima,1,1,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,3,1,2.0
Sehzadeler,130,1,26,Kombi,1,1,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3125000.0,3,1,5.0
Akhisar,170,1,0,Yerden Isıtma,0,0,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,4100000.0,3,1,3.0
Yunusemre,135,1,6,-,1,0,0,-,-,-,-,-,4100000.0,3,1,3.0
Yunusemre,95,1,0,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3900000.0,2,1,2.0
Akhisar,350,3,11,Kat Kaloriferi,0,0,0,-,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,9500000.0,6,1,0.0
Salihli,200,1,0,Merkezi,0,0,0,Sıfır,Boş,Kat Mülkiyeti,-,Eşyalı Değil,5300000.0,3,1,3.0
Yunusemre,105,1,4,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3250000.0,2,1,5.0
Yunusemre,120,1,0,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,5250000.0,3,1,3.0
Yunusemre,160,1,5,Kombi,0,1,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4250000.0,3,1,0.5
Yunusemre,130,1,21,Kombi,0,1,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4100000.0,3,1,3.0
Akhisar,320,3,0,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,8250000.0,5,1,3.0
Yunusemre,240,2,11,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,6850000.0,5,1,3.0
Sehzadeler,125,1,31,Klima,0,0,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5300000.0,3,1,3.0
Akhisar,120,1,6,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3850000.0,3,1,2.0
Turgutlu,130,1,16,Kombi,0,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,3150000.0,3,1,2.0
Akhisar,180,2,1,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı,3150000.0,3,1,3.0
Turgutlu,140,1,0,Yerden Isıtma,0,0,0,-,-,Kat İrtifakı,Evet,-,5250.0,3,1,3.0
Akhisar,105,1,0,Kombi,0,1,1,Sıfır,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,2850000.0,2,1,2.0
Salihli,141,1,23,Isıtma Yok,1,0,0,-,-,Kat Mülkiyeti,-,-,4900000.0,3,1,3.0
Akhisar,135,1,20,Kombi,0,0,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1850000.0,2,1,5.0
Akhisar,125,1,30,Soba,0,0,0,İkinci El,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2500000.0,3,1,0.0
Yunusemre,189,1,45,Soba,0,0,0,İkinci El,Boş,Arsa,Hayır,Eşyalı Değil,1650000.0,2,1,3.0
Akhisar,55,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2390000.0,1,1,1.0
Salihli,50,1,2,Soba,0,0,0,İkinci El,-,Arsa,Hayır,-,3200000.0,1,1,0.5
Turgutlu,110,1,21,Kombi,1,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2290000.0,3,1,4.0
Saruhanli,100,1,35,Soba,0,0,0,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1650000.0,2,1,3.0
Yunusemre,80,1,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4250000.0,2,1,3.0
Akhisar,130,1,7,Kombi,0,1,1,-,-,Kat İrtifakı,-,-,3180000.0,3,1,3.0
Turgutlu,55,1,0,Merkezi (Pay Öl...,0,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3125000.0,1,1,5.0
Turgutlu,120,1,16,Isıtma Yok,1,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1950000.0,3,1,1.0
Turgutlu,70,1,21,Soba,0,0,0,-,Boş,Arsa,Hayır,Eşyalı Değil,1500000.0,2,0,0.0
Sehzadeler,175,2,5,Kat Kaloriferi,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,8150000.0,4,1,0.0
Salihli,160,1,7,Kat Kaloriferi,1,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,4500000.0,3,1,0.0
Turgutlu,179,2,5,Kombi,1,1,1,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,6500000.0,4,1,8.0
Yunusemre,150,2,1,Kombi,1,0,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4350000.0,3,1,2.0
Yunusemre,58,1,0,Kombi,1,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2900000.0,1,1,3.0
Turgutlu,110,2,0,Merkezi (Pay Öl...,1,0,0,-,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,2,1,9.0
Turgutlu,162,2,0,Kombi,0,0,1,-,Boş,Tapu Yok,Evet,Eşyalı Değil,8000000.0,3,1,1.0
Sehzadeler,160,1,34,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3875000.0,3,1,0.0
Turgutlu,153,1,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Evet,-,5250000.0,3,1,3.0
Sehzadeler,130,2,26,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,3,0,2.0
Yunusemre,100,1,6,Kombi,1,0,0,-,Kiracılı,Kat İrtifakı,Hayır,Eşyalı Değil,2685000.0,2,1,0.5
Yunusemre,125,1,8,Kombi,1,1,1,İkinci El,-,Kat İrtifakı,Hayır,Eşyalı Değil,4100000.0,3,1,2.0
Turgutlu,130,1,1,Kombi,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,3450000.0,3,1,5.0
Salihli,117,1,25,Kombi,0,1,0,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3300000.0,3,1,1.0
Yunusemre,110,1,5,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,6575000.0,2,1,2.0
Yunusemre,95,1,5,Kombi,0,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,2,1,4.0
Yunusemre,60,1,1,Klima,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Evet,Eşyalı Değil,2500000.0,2,1,3.0
Turgutlu,95,1,30,Klima,0,0,0,-,-,Kat Mülkiyeti,-,-,1950000.0,2,1,4.0
Turgutlu,135,1,6,-,0,0,0,-,-,-,-,-,2550000.0,3,1,3.0
Akhisar,118,1,21,Kombi,1,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,1875000.0,3,1,4.0
Turgutlu,115,1,11,Kombi,0,0,0,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,2380000.0,3,1,0.0
Saruhanli,75,1,1,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3050000.0,2,1,3.0
Salihli,150,1,15,Kombi,0,0,0,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4250000.0,3,1,4.0
Yunusemre,95,1,1,Kombi,1,1,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,5475000.0,2,1,2.0
Turgutlu,110,1,0,Kombi,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3800000.0,2,1,2.0
Turgutlu,140,2,1,Yerden Isıtma,0,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,5350000.0,3,1,1.0
Akhisar,135,1,0,Kombi,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,3,1,3.0
Salihli,190,2,0,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,7750000.0,3,1,3.0
Turgutlu,142,1,26,Soba,0,0,0,-,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2250000.0,2,1,1.0
Akhisar,135,1,28,Kombi,1,0,1,İkinci El,Mülk Sahibi,Müstakil Tapulu,Evet,Eşyalı Değil,2850000.0,3,1,3.0
Sehzadeler,130,1,18,Kombi,0,0,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,0.5
Koprubasi,130,1,7,Soba,0,0,0,İkinci El,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,2200000.0,3,1,5.0
Turgutlu,380,3,5,Isıtma Yok,1,1,0,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,12500000.0,3,1,0.0
Akhisar,85,2,0,Yerden Isıtma,0,1,1,Sıfır,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3100000.0,2,1,1.0
Salihli,95,1,4,Kombi,0,1,1,-,Kiracılı,Kat Mülkiyeti,Hayır,Eşyalı Değil,3425000.0,2,1,3.0
Turgutlu,185,2,0,Kombi,0,1,0,-,Boş,Tapu Yok,Evet,Eşyalı Değil,4390000.0,3,1,4.0
Salihli,140,1,25,Kombi,0,1,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,3400000.0,3,2,2.0
Akhisar,130,1,26,Soba,0,0,0,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,1750000.0,3,1,0.0
Akhisar,67,1,24,Klima,0,0,0,İkinci El,Boş,Müstakil Tapulu,Hayır,Eşyalı Değil,1550000.0,2,1,3.0
Yunusemre,95,2,0,Kombi,0,1,0,Sıfır,Boş,Müstakil Tapulu,Evet,Eşyalı Değil,2950000.0,2,0,0.5
Sehzadeler,130,1,25,Kombi,0,0,0,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4800000.0,3,1,-2.0
Sehzadeler,100,1,5,Kombi,0,0,0,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,2450000.0,2,1,1.0
Turgutlu,114,1,6,Kombi,0,1,0,İkinci El,-,Kat Mülkiyeti,-,Eşyalı Değil,3850000.0,3,1,4.0
Yunusemre,280,3,2,Yerden Isıtma,0,0,0,İkinci El,-,Kat Mülkiyeti,Evet,-,22000000.0,5,1,3.0
Akhisar,145,2,1,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4350000.0,3,1,4.0
Salihli,135,1,6,-,0,0,0,-,-,-,-,-,2045000.0,3,1,3.0
Sehzadeler,135,1,6,-,0,0,0,-,-,-,-,-,4300000.0,3,1,3.0
Saruhanli,140,1,1,Kombi,1,1,0,-,Boş,Kat Mülkiyeti,Evet,Eşyalı,3600000.0,3,1,4.0
Salihli,190,2,8,Kombi,1,1,1,-,-,Kat Mülkiyeti,-,-,7750000.0,3,1,3.0
Sehzadeler,55,1,25,Kombi,0,0,0,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,2750000.0,1,1,0.0
Yunusemre,55,1,1,Kombi,0,0,0,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2950000.0,1,1,2.0
Salihli,200,1,5,Kombi,0,1,1,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,Eşyalı Değil,5900000.0,3,1,3.0
Yunusemre,120,1,26,Kombi,0,1,1,-,Mülk Sahibi,Kat İrtifakı,Hayır,Eşyalı Değil,5100000.0,3,1,5.0
Sehzadeler,130,1,20,Kombi,1,1,1,-,-,Kat İrtifakı,Hayır,Eşyalı Değil,3950000.0,3,1,3.0
Sarigol,300,1,26,Soba,0,0,0,-,Mülk Sahibi,Hisseli Tapu,Hayır,Eşyalı Değil,340000.0,2,1,3.0
Turgutlu,100,1,7,Kombi,1,0,0,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,3500000.0,2,1,4.0
Yunusemre,95,1,3,Kombi,0,0,1,-,Boş,Kat İrtifakı,Evet,Eşyalı Değil,2850000.0,2,1,0.5
Sehzadeler,105,1,25,Kombi,1,1,0,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,3590000.0,3,1,3.0
Yunusemre,135,1,6,-,0,0,0,-,-,-,-,-,4500000.0,3,1,3.0
Turgutlu,95,1,0,Kombi,0,1,1,-,Boş,Kat İrtifakı,Evet,-,3150000.0,2,1,4.0
Turgutlu,152,2,1,Merkezi (Pay Öl...,1,1,1,-,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,4650000.0,3,1,4.0
Salihli,210,2,6,Kombi,0,0,1,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4400000.0,4,1,4.0
Turgutlu,127,1,1,Kombi,1,1,1,-,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,4.0
Turgutlu,155,2,15,Kombi,1,1,1,İkinci El,Boş,Kat Mülkiyeti,Hayır,Eşyalı Değil,4500000.0,3,1,5.0
Akhisar,200,2,0,Kombi,1,1,1,Sıfır,Boş,Kat İrtifakı,-,Eşyalı Değil,3850000.0,4,1,5.0
Yunusemre,110,1,0,Kombi,0,0,0,Sıfır,-,Müstakil Tapulu,Evet,Eşyalı Değil,3500000.0,3,0,0.5
Akhisar,105,1,7,Kombi,0,0,1,İkinci El,Kiracılı,Kat İrtifakı,Evet,Eşyalı Değil,4750000.0,2,1,3.0
Sehzadeler,130,1,30,Kombi,0,1,1,İkinci El,Boş,Kat Mülkiyeti,Evet,Eşyalı Değil,4450000.0,3,1,0.5
Yunusemre,135,1,13,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,Hayır,Eşyalı Değil,6875000.0,3,1,5.0
Yunusemre,130,1,7,Kombi,1,1,1,İkinci El,Boş,Kat İrtifakı,Evet,Eşyalı Değil,3950000.0,3,1,1.0
Yunusemre,245,1,3,Kombi,1,1,1,-,Mülk Sahibi,Kat Mülkiyeti,Hayır,Eşyalı Değil,5250000.0,4,1,3.0
Akhisar,90,1,27,Soba,0,0,0,-,-,Müstakil Tapulu,Evet,-,1685000.0,2,1,5.0
Turgutlu,135,1,6,-,0,0,0,-,-,-,-,-,2900000.0,3,1,3.0
